rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,f25da7fb,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats,Celta Vigo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f25da7fb.png,19,7,4,8,26,23,+3,25,1.32,25.3,23.1,+2.2,+0.12,19,5,6,8,17,20,-3,21,1.11,17.8,22.6,-4.8,-0.25,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
12,98e8af82,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats,Rayo Vallecano,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.98e8af82.png,19,8,5,6,26,22,+4,29,1.53,26.1,20.8,+5.3,+0.28,19,3,4,12,13,28,-15,13,0.68,16.7,27.6,-10.9,-0.57,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
13,6c8b07df,/en/squads/6c8b07df/2021-2022/Elche-Stats,Elche,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.6c8b07df.png,19,7,6,6,24,21,+3,27,1.42,20.6,24.9,-4.3,-0.23,19,4,3,12,16,31,-15,15,0.79,13.1,34.2,-21.1,-1.11,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
14,a8661628,/en/squads/a8661628/2021-2022/Espanyol-Stats,Espanyol,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a8661628.png,19,9,6,4,25,19,+6,33,1.74,21.2,23.6,-2.4,-0.13,19,1,6,12,15,34,-19,9,0.47,15.6,27.6,-12.0,-0.63,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
15,7848bd64,/en/squads/7848bd64/2021-2022/Getafe-Stats,Getafe,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7848bd64.png,19,7,7,5,21,15,+6,28,1.47,15.3,14.9,+0.4,+0.02,19,1,8,10,12,26,-14,11,0.58,14.0,23.7,-9.8,-0.51,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
16,2aa12281,/en/squads/2aa12281/2021-2022/Mallorca-Stats,Mallorca,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2aa12281.png,19,7,6,6,20,25,-5,27,1.42,22.9,19.8,+3.2,+0.17,19,3,3,13,16,38,-22,12,0.63,15.9,29.6,-13.7,-0.72,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
17,ee7c297c,/en/squads/ee7c297c/2021-2022/Cadiz-Stats,Cádiz,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.ee7c297c.png,19,3,9,7,19,24,-5,18,0.95,22.9,24.2,-1.3,-0.07,19,5,6,8,16,27,-11,21,1.11,16.7,24.1,-7.4,-0.39,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
18,a0435291,/en/squads/a0435291/2021-2022/Granada-Stats,Granada,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a0435291.png,19,5,7,7,22,29,-7,22,1.16,21.1,31.4,-10.3,-0.54,19,3,7,9,22,32,-10,16,0.84,17.9,29.8,-11.9,-0.63,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
19,9800b6a1,/en/squads/9800b6a1/2021-2022/Levante-Stats,Levante,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9800b6a1.png,19,5,7,7,28,30,-2,22,1.16,31.2,21.9,+9.3,+0.49,19,3,4,12,23,46,-23,13,0.68,23.9,33.1,-9.2,-0.49,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
20,8d6fd021,/en/squads/8d6fd021/2021-2022/Alaves-Stats,Alavés,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8d6fd021.png,19,7,4,8,17,21,-4,25,1.32,22.8,21.9,+0.9,+0.05,19,1,3,15,14,44,-30,6,0.32,14.5,35.1,-20.7,-1.09,12,2021-2022,657d6630-a002-4663-8d91-b872eaebdfc0
