team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,competition_id,season_id,id
0049d422,/en/squads/0049d422/2016-2017/Las-Palmas-Stats,Las Palmas,29,27.3,59.0,38,418,"3,420",38.0,52,34,86,46,6,6,106,6,1.37,0.89,2.26,1.21,2.11,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
7c6f2c78,/en/squads/7c6f2c78/2016-2017/Leganes-Stats,Leganés,31,26.3,44.7,38,418,"3,420",38.0,36,24,60,33,3,4,107,3,0.95,0.63,1.58,0.87,1.50,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
1c896955,/en/squads/1c896955/2016-2017/Malaga-Stats,Málaga,29,26.0,48.4,38,418,"3,420",38.0,48,33,81,45,3,5,116,7,1.26,0.87,2.13,1.18,2.05,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
03c57e2b,/en/squads/03c57e2b/2016-2017/Osasuna-Stats,Osasuna,35,26.3,39.0,38,418,"3,420",38.0,37,24,61,33,4,6,100,3,0.97,0.63,1.61,0.87,1.50,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
53a2f082,/en/squads/53a2f082/2016-2017/Real-Madrid-Stats,Real Madrid,24,27.0,56.2,38,419,"3,420",38.0,106,83,189,100,6,8,76,2,2.79,2.18,4.97,2.63,4.82,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
e31d1cd9,/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats,Real Sociedad,27,26.0,56.7,38,418,"3,420",38.0,56,39,95,49,7,8,89,6,1.47,1.03,2.50,1.29,2.32,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
ad2be733,/en/squads/ad2be733/2016-2017/Sevilla-Stats,Sevilla,28,26.8,59.2,38,418,"3,420",38.0,67,48,115,64,3,5,109,4,1.76,1.26,3.03,1.68,2.95,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
bb9efd50,/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats,Sporting Gijón,29,26.4,44.4,38,418,"3,420",38.0,42,26,68,38,4,7,116,4,1.11,0.68,1.79,1.00,1.68,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
dcc91a7b,/en/squads/dcc91a7b/2016-2017/Valencia-Stats,Valencia,31,25.9,48.8,38,418,"3,420",38.0,53,38,91,49,4,6,114,6,1.39,1.00,2.39,1.29,2.29,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
2a8183b3,/en/squads/2a8183b3/2016-2017/Villarreal-Stats,Villarreal,27,26.7,49.3,38,418,"3,420",38.0,55,36,91,49,6,8,91,4,1.45,0.95,2.39,1.29,2.24,12,2016-2017,99fe9bb1-87de-4be7-8b5b-03560b68cccd
