rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,33c895d4,/en/squads/33c895d4/2019-2020/Southampton-Stats,Southampton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.33c895d4.png,19,6,3,10,21,35,-14,21,1.11,25.6,29.2,-3.6,-0.19,19,9,4,6,30,25,+5,31,1.63,30.5,23.6,+6.9,+0.36,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
12,d3fd31cc,/en/squads/d3fd31cc/2019-2020/Everton-Stats,Everton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d3fd31cc.png,19,8,7,4,24,21,+3,31,1.63,27.1,24.2,+2.9,+0.16,19,5,3,11,20,35,-15,18,0.95,23.7,24.1,-0.4,-0.02,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
13,b2b47a98,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats,Newcastle Utd,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b2b47a98.png,19,6,8,5,20,21,-1,26,1.37,18.9,30.9,-12.0,-0.63,19,5,3,11,18,37,-19,18,0.95,16.7,34.7,-18.1,-0.95,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
14,47c64c55,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,Crystal Palace,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.47c64c55.png,19,6,5,8,15,20,-5,23,1.21,19.0,22.2,-3.2,-0.17,19,5,5,9,16,30,-14,20,1.05,16.8,34.9,-18.0,-0.95,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
15,d07537b9,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,Brighton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d07537b9.png,19,5,7,7,20,27,-7,22,1.16,23.5,25.7,-2.2,-0.12,19,4,7,8,19,27,-8,19,1.00,21.9,29.2,-7.3,-0.39,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
16,7c21e445,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats,West Ham,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7c21e445.png,19,6,4,9,30,33,-3,22,1.16,24.7,29.7,-5.0,-0.26,19,4,5,10,19,29,-10,17,0.89,23.9,34.1,-10.2,-0.54,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
17,8602292d,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,Aston Villa,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8602292d.png,19,7,3,9,22,30,-8,24,1.26,23.9,32.1,-8.2,-0.43,19,2,5,12,19,37,-18,11,0.58,20.4,35.6,-15.3,-0.80,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
18,4ba7cbea,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,Bournemouth,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.4ba7cbea.png,19,5,6,8,22,30,-8,21,1.11,24.2,28.2,-4.0,-0.21,19,4,1,14,18,35,-17,13,0.68,20.6,34.1,-13.4,-0.71,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
19,2abfe087,/en/squads/2abfe087/2019-2020/Watford-Stats,Watford,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2abfe087.png,19,6,6,7,22,27,-5,24,1.26,29.1,26.9,+2.2,+0.12,19,2,4,13,14,37,-23,10,0.53,19.7,31.2,-11.5,-0.61,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
20,1c781004,/en/squads/1c781004/2019-2020/Norwich-City-Stats,Norwich City,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1c781004.png,19,4,3,12,19,37,-18,15,0.79,18.2,33.3,-15.2,-0.80,19,1,3,15,7,38,-31,6,0.32,18.8,33.1,-14.3,-0.75,9,2019-2020,71e8eb7a-f7a9-49cd-a619-add3b2723718
