rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,658bf2de,/en/squads/658bf2de/2023-2024/Genoa-Stats,Genoa,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.658bf2de.png,19,8,6,5,27,22,+5,30,1.58,19.4,21.0,-1.6,-0.08,19,4,7,8,18,23,-5,19,1.00,16.3,21.8,-5.5,-0.29,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
12,21680aa4,/en/squads/21680aa4/2023-2024/Monza-Stats,Monza,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.21680aa4.png,19,6,6,7,23,26,-3,24,1.26,21.1,27.4,-6.3,-0.33,19,5,6,8,16,25,-9,21,1.11,18.4,28.9,-10.4,-0.55,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
13,0e72edf2,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats,Hellas Verona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0e72edf2.png,19,6,6,7,23,26,-3,24,1.26,19.8,24.6,-4.8,-0.25,19,3,5,11,15,25,-10,14,0.74,18.3,24.1,-5.8,-0.31,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
14,ffcbe334,/en/squads/ffcbe334/2023-2024/Lecce-Stats,Lecce,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.ffcbe334.png,19,6,6,7,17,27,-10,24,1.26,23.9,25.0,-1.1,-0.06,19,2,8,9,15,27,-12,14,0.74,19.2,28.3,-9.1,-0.48,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
15,04eea015,/en/squads/04eea015/2023-2024/Udinese-Stats,Udinese,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.04eea015.png,19,1,11,7,21,29,-8,14,0.74,21.4,23.5,-2.1,-0.11,19,5,8,6,16,24,-8,23,1.21,17.7,25.5,-7.9,-0.41,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
16,c4260e09,/en/squads/c4260e09/2023-2024/Cagliari-Stats,Cagliari,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c4260e09.png,19,6,7,6,28,32,-4,25,1.32,27.4,22.8,+4.6,+0.24,19,2,5,12,14,36,-22,11,0.58,15.5,31.7,-16.1,-0.85,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
17,a3d88bd8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats,Empoli,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a3d88bd8.png,19,5,5,9,15,23,-8,20,1.05,20.2,25.1,-4.9,-0.26,19,4,4,11,14,31,-17,16,0.84,16.0,27.8,-11.8,-0.62,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
18,6a7ad59d,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats,Frosinone,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.6a7ad59d.png,19,7,4,8,28,32,-4,25,1.32,23.7,27.0,-3.3,-0.18,19,1,7,11,16,37,-21,10,0.53,22.1,30.8,-8.7,-0.46,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
19,e2befd26,/en/squads/e2befd26/2023-2024/Sassuolo-Stats,Sassuolo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2befd26.png,19,5,5,9,23,34,-11,20,1.05,19.2,30.1,-10.9,-0.57,19,2,4,13,20,41,-21,10,0.53,20.6,31.5,-10.9,-0.57,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
20,c5577084,/en/squads/c5577084/2023-2024/Salernitana-Stats,Salernitana,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c5577084.png,19,1,5,13,17,38,-21,8,0.42,16.6,33.8,-17.2,-0.91,19,1,6,12,15,43,-28,9,0.47,13.7,40.6,-26.9,-1.42,11,2023-2024,27f32d23-b524-433a-b3ea-ce91c0e8302a
