player_link,player_id,player_name,nationality,position,team_id,team_name,team_link,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches_link,competition_id,season_id,id
/en/players/938fa024/Brandon-Aguilera,938fa024,Brandon Aguilera,crCRC,FW,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,20,2003,1,5,5,0.1,0.1,0,,0,1,5,3,0.00,0,0,0,0.00,+0.47,0.0,0.0,0.0,0.00,+0.09,/en/players/938fa024/matchlogs/2023-2024/summary/Brandon-Aguilera-Match-Logs,9,2023-2024,d0ac9fcb-7bac-449f-b1c0-e577697ff9bc
/en/players/a6c58494/Naouirou-Ahamada,a6c58494,Naouirou Ahamada,frFRA,"MF,FW",2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,21,2002,20,349,17,10.2,3.9,0,,0,20,17,14,0.85,13,14,-1,-0.26,-0.26,10.0,8.6,+1.4,+0.35,+0.49,/en/players/a6c58494/matchlogs/2023-2024/summary/Naouirou-Ahamada-Match-Logs,9,2023-2024,f17ac994-b0d6-49fe-9a32-491bb3f7336c
/en/players/eab957a3/Anel-Ahmedhodzic,eab957a3,Anel Ahmedhodžić,baBIH,DF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,24,1999,31,"2,649",85,77.5,29.4,29,89,27,2,34,0,0.35,28,89,-61,-2.07,-1.14,31.9,61.5,-29.5,-1.00,+0.02,/en/players/eab957a3/matchlogs/2023-2024/summary/Anel-Ahmedhodzic-Match-Logs,9,2023-2024,dab4b9d4-fc80-46f2-a7de-04efd20646e9
/en/players/246d153b/Ola-Aina,246d153b,Ola Aina,ngNGA,DF,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,26,1996,22,"1,692",77,49.5,18.8,20,84,9,2,5,3,1.00,27,39,-12,-0.64,-0.33,23.2,28.6,-5.4,-0.29,-0.39,/en/players/246d153b/matchlogs/2023-2024/summary/Ola-Aina-Match-Logs,9,2023-2024,279a7b7f-00cd-41a0-894c-4b1913f5aecf
/en/players/9b398aea/Rayan-Ait-Nouri,9b398aea,Rayan Aït-Nouri,dzALG,"DF,MF",2023-2024,Wolves,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,22,2001,33,"2,329",71,68.1,25.9,29,76,10,4,30,0,1.21,36,43,-7,-0.27,+0.39,32.8,45.5,-12.7,-0.49,+0.19,/en/players/9b398aea/matchlogs/2023-2024/summary/Rayan-Ait-Nouri-Match-Logs,9,2023-2024,bf3f1ef4-2053-420c-867c-df8ad50e2683
/en/players/a8c0acb7/Kristoffer-Ajer,a8c0acb7,Kristoffer Ajer,noNOR,DF,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,25,1998,28,"1,832",65,53.6,20.4,21,84,13,7,11,1,1.14,28,33,-5,-0.25,-0.02,32.5,29.6,+2.9,+0.14,+0.18,/en/players/a8c0acb7/matchlogs/2023-2024/summary/Kristoffer-Ajer-Match-Logs,9,2023-2024,f53931fc-25c3-4ba8-90f9-519960c16026
/en/players/89ac64a6/Manuel-Akanji,89ac64a6,Manuel Akanji,chSUI,"DF,MF",2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,28,1995,30,"2,511",84,73.4,27.9,28,88,25,2,23,4,2.40,72,23,+49,+1.76,+0.47,57.1,26.8,+30.4,+1.09,-0.35,/en/players/89ac64a6/matchlogs/2023-2024/summary/Manuel-Akanji-Match-Logs,9,2023-2024,6b5989c4-1cc9-450b-b79b-6dc63c30e7c8
/en/players/eaeca114/Nathan-Ake,eaeca114,Nathan Aké,nlNED,DF,2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,28,1995,29,"2,042",70,59.7,22.7,24,83,19,5,12,6,2.38,55,20,+35,+1.54,-0.22,43.8,21.6,+22.2,+0.98,-0.51,/en/players/eaeca114/matchlogs/2023-2024/summary/Nathan-Ake-Match-Logs,9,2023-2024,f1956c5e-2457-4f6d-925b-fc1bea360e10
/en/players/77e84962/Thiago-Alcantara,77e84962,Thiago Alcántara,esESP,MF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,32,1991,1,6,6,0.2,0.1,0,,0,1,6,0,0.00,0,1,-1,-15.00,-16.21,0.0,0.0,0.0,-0.62,-1.73,/en/players/77e84962/matchlogs/2023-2024/summary/Thiago-Alcantara-Match-Logs,9,2023-2024,ad1c8233-076f-4777-bbc0-73707a307ced
/en/players/cd1acf9d/Trent-Alexander-Arnold,cd1acf9d,Trent Alexander-Arnold,engENG,DF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,24,1998,28,"2,155",77,63.0,23.9,25,83,14,3,28,0,2.00,53,28,+25,+1.04,-0.38,54.5,28.5,+26.0,+1.09,-0.05,/en/players/cd1acf9d/matchlogs/2023-2024/summary/Trent-Alexander-Arnold-Match-Logs,9,2023-2024,2b7b0c87-4c9f-4c87-868e-24d0de182f26
/en/players/7a2e46a8/Alisson,7a2e46a8,Alisson,brBRA,GK,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,30,1992,28,"2,520",90,73.7,28.0,28,90,28,0,,0,2.00,60,30,+30,+1.07,-0.43,62.1,35.4,+26.7,+0.95,-0.58,/en/players/7a2e46a8/matchlogs/2023-2024/summary/Alisson-Match-Logs,9,2023-2024,371bffc9-cdf7-40ac-a869-634f8ce812d1
/en/players/862a1c15/Miguel-Almiron,862a1c15,Miguel Almirón,pyPAR,FW,2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,29,1994,33,"1,937",59,56.6,21.5,23,74,5,10,23,0,1.52,40,40,0,0.00,-1.40,39.2,37.4,+1.8,+0.08,-0.70,/en/players/862a1c15/matchlogs/2023-2024/summary/Miguel-Almiron-Match-Logs,9,2023-2024,6cc56965-9287-4f27-9761-4bdf941a9b8a
/en/players/8b3ab7ad/Edson-Alvarez,8b3ab7ad,Edson Álvarez,mxMEX,MF,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,25,1997,31,"2,377",77,69.5,26.4,28,82,18,3,25,1,1.48,40,45,-5,-0.19,+0.59,35.4,49.0,-13.6,-0.52,-0.07,/en/players/8b3ab7ad/matchlogs/2023-2024/summary/Edson-Alvarez-Match-Logs,9,2023-2024,d72d3455-94d6-41d9-8530-ae471fb07d47
/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b,Julián Álvarez,arARG,"MF,FW",2023-2024,Manchester City,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,23,2000,36,"2,647",74,77.4,29.4,31,83,15,5,13,2,2.42,76,24,+52,+1.77,+0.60,61.4,25.9,+35.5,+1.21,+0.11,/en/players/15ab5a2b/matchlogs/2023-2024/summary/Julian-Alvarez-Match-Logs,9,2023-2024,3a7ecac4-a7de-47ce-8567-428a89a043ed
/en/players/ad1f61f3/Steven-Alzate,ad1f61f3,Steven Alzate,coCOL,MF,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,24,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,/en/players/ad1f61f3/matchlogs/2023-2024/summary/Steven-Alzate-Match-Logs,9,2023-2024,e5af0df0-0ebb-4c65-8ce9-b51a523ea754
/en/players/7b47100c/Harry-Amass,7b47100c,Harry Amass,engENG,DF,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,16,2007,0,,,,,0,,0,0,,6,,,,,,,,,,,,/en/players/7b47100c/matchlogs/2023-2024/summary/Harry-Amass-Match-Logs,9,2023-2024,33848115-52db-4b9b-8c0d-fadae1d9c695
/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Zeki Amdouni,chSUI,FW,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,22,2000,34,"1,953",57,57.1,21.7,27,69,2,7,14,4,0.62,20,41,-21,-0.97,+0.01,19.5,36.2,-16.7,-0.77,+0.03,/en/players/2ee5b0c9/matchlogs/2023-2024/summary/Zeki-Amdouni-Match-Logs,9,2023-2024,b3c18c77-55a5-4e61-b544-eb5e32fe1e5c
/en/players/50fc4c0a/Jordan-Amissah,50fc4c0a,Jordan Amissah,ghGHA,GK,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,21,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,/en/players/50fc4c0a/matchlogs/2023-2024/summary/Jordan-Amissah-Match-Logs,9,2023-2024,1b07f4ee-b40b-4189-8301-a0a0f5caf782
/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Sofyan Amrabat,maMAR,"MF,DF",2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,26,1996,21,938,45,27.4,10.4,10,83,6,11,10,8,1.71,8,15,-7,-0.67,-0.89,14.3,19.1,-4.7,-0.45,-0.17,/en/players/5a2cb25d/matchlogs/2023-2024/summary/Sofyan-Amrabat-Match-Logs,9,2023-2024,6961ca84-ebfc-46a4-a225-e9462cfab03f
/en/players/21a866b7/Joseph-Anang,21a866b7,Joseph Anang,ghGHA,GK,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,23,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,/en/players/21a866b7/matchlogs/2023-2024/summary/Joseph-Anang-Match-Logs,9,2023-2024,c4259410-1a96-4caa-8508-0e1915e6f3a6
/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Joachim Andersen,dkDEN,DF,2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,27,1996,38,"3,415",90,99.9,37.9,38,90,36,0,,0,1.29,57,58,-1,-0.03,-0.03,48.6,52.0,-3.4,-0.09,-0.09,/en/players/e34fc66d/matchlogs/2023-2024/summary/Joachim-Andersen-Match-Logs,9,2023-2024,64e7be8a-d596-41ef-aa15-a19b7cd797b3
/en/players/de31038e/Elliot-Anderson,de31038e,Elliot Anderson,engENG,"MF,FW",2023-2024,Newcastle Utd,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,20,2002,21,"1,027",49,30.0,11.4,10,80,3,11,21,0,1.86,30,14,+16,+1.40,+1.14,25.9,12.2,+13.7,+1.20,+1.17,/en/players/de31038e/matchlogs/2023-2024/summary/Elliot-Anderson-Match-Logs,9,2023-2024,d8c30123-2d74-4443-b8e0-08043495ac18
/en/players/536e58cc/Vincent-Angelini,536e58cc,Vincent Angelini,sctSCO,GK,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,/en/players/536e58cc/matchlogs/2023-2024/summary/Vincent-Angelini-Match-Logs,9,2023-2024,367fc3de-98a1-4ec6-86e8-6d495e7032c3
/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Jaidon Anthony,engENG,FW,2023-2024,Bournemouth,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,23,1999,3,152,51,4.4,1.7,2,61,0,1,31,0,0.33,1,5,-4,-2.37,-2.12,0.6,4.4,-3.8,-2.27,-2.31,/en/players/e4238fb1/matchlogs/2023-2024/summary/Jaidon-Anthony-Match-Logs,9,2023-2024,3819a43a-a520-4e37-b075-630dbb9e7c24
/en/players/ac05f970/Michail-Antonio,ac05f970,Michail Antonio,jmJAM,FW,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,33,1990,26,"1,695",65,49.6,18.8,21,75,2,5,26,0,1.27,33,34,-1,-0.05,+0.63,27.1,35.1,-8.0,-0.42,+0.14,/en/players/ac05f970/matchlogs/2023-2024/summary/Michail-Antonio-Match-Logs,9,2023-2024,8ee7ffda-dbb7-456d-9d9e-4033cf5e105f
/en/players/99127249/Antony,99127249,Antony,brBRA,FW,2023-2024,Manchester Utd,/en/squads/19538871/2023-2024/Manchester-United-Stats,23,2000,29,"1,324",46,38.7,14.7,15,73,3,14,16,4,1.41,20,26,-6,-0.41,-0.62,25.5,25.4,+0.1,+0.01,+0.55,/en/players/99127249/matchlogs/2023-2024/summary/Antony-Match-Logs,9,2023-2024,0323835d-1d80-4dd8-a731-f2ff5efdeed0
/en/players/afe1a491/Oliver-Arblaster,afe1a491,Oliver Arblaster,engENG,MF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,19,2004,12,943,79,27.6,10.5,11,83,7,1,27,2,0.25,13,28,-15,-1.43,+0.53,14.0,20.2,-6.2,-0.59,+0.57,/en/players/afe1a491/matchlogs/2023-2024/summary/Oliver-Arblaster-Match-Logs,9,2023-2024,2cfc5f40-eeba-4062-8661-cf69aaca2fc4
/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Cameron Archer,engENG,"FW,MF",2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,22,2001,29,"1,832",63,53.6,20.4,21,80,9,8,19,0,0.48,22,50,-28,-1.38,+0.95,23.7,41.6,-17.9,-0.88,+0.27,/en/players/05e8ca6d/matchlogs/2023-2024/summary/Cameron-Archer-Match-Logs,9,2023-2024,809e4d61-e74d-40c2-8973-f305c9d27730
/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Cameron Archer,engENG,MF,2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,22,2001,1,6,6,0.2,0.1,0,,0,1,6,1,3.00,0,0,0,0.00,-0.40,0.0,0.0,0.0,0.00,-0.09,/en/players/05e8ca6d/matchlogs/2023-2024/summary/Cameron-Archer-Match-Logs,9,2023-2024,0adaf430-a512-456d-a829-80c5f2b7b641
/en/players/2f965a72/Alphonse-Areola,2f965a72,Alphonse Areola,frFRA,GK,2023-2024,West Ham,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,30,1993,31,"2,699",87,78.9,30.0,31,87,28,0,,2,1.35,49,53,-4,-0.13,+1.11,41.7,54.3,-12.7,-0.42,+0.34,/en/players/2f965a72/matchlogs/2023-2024/summary/Alphonse-Areola-Match-Logs,9,2023-2024,29e17382-4559-4b58-98f3-5674ecb67ade
/en/players/093f0923/Benjamin-Arthur,093f0923,Benjamin Arthur,engENG,DF,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,/en/players/093f0923/matchlogs/2023-2024/summary/Benjamin-Arthur-Match-Logs,9,2023-2024,255eb90c-548b-4c5f-b883-c228d6a4e480
/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Lorenz Assignon,tgTOG,DF,2023-2024,Burnley,/en/squads/943e8050/2023-2024/Burnley-Stats,23,2000,15,"1,234",82,36.1,13.7,15,82,10,0,,0,0.73,14,30,-16,-1.17,-0.30,17.4,28.7,-11.3,-0.83,-0.07,/en/players/b026bbf6/matchlogs/2023-2024/summary/Lorenz-Assignon-Match-Logs,9,2023-2024,7f488bc4-cd4c-4f3c-b917-2e95ef91cf99
/en/players/966f64a3/Bigo-Atom,966f64a3,Bigo Atom,deGER,DF,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,/en/players/966f64a3/matchlogs/2023-2024/summary/Bigo-Atom-Match-Logs,9,2023-2024,4e04a2ed-fc3f-43d7-ab1e-e000cb5200f7
/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Serge Aurier,ciCIV,"DF,MF",2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,30,1992,12,833,69,24.4,9.3,10,80,6,2,18,1,1.00,9,15,-6,-0.65,-0.23,10.1,14.1,-4.0,-0.43,-0.45,/en/players/5c2b4f07/matchlogs/2023-2024/summary/Serge-Aurier-Match-Logs,9,2023-2024,7ca289a2-d2be-49ff-8b89-9a9765ade97e
/en/players/5e253986/Brandon-Austin,5e253986,Brandon Austin,engENG,GK,2023-2024,Tottenham,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,24,1999,0,,,,,0,,0,0,,18,,,,,,,,,,,,/en/players/5e253986/matchlogs/2023-2024/summary/Brandon-Austin-Match-Logs,9,2023-2024,9035a0e3-b9ea-4002-a673-759382188aee
/en/players/e5478b87/Taiwo-Awoniyi,e5478b87,Taiwo Awoniyi,ngNGA,FW,2023-2024,Nott'ham Forest,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,25,1997,20,"1,042",52,30.5,11.6,12,74,1,8,19,0,1.05,17,21,-4,-0.35,+0.18,13.1,16.2,-3.0,-0.26,-0.25,/en/players/e5478b87/matchlogs/2023-2024/summary/Taiwo-Awoniyi-Match-Logs,9,2023-2024,f657ce7c-9ff1-4af1-bad6-6c6734c68b15
/en/players/da052c14/Jordan-Ayew,da052c14,Jordan Ayew,ghGHA,"FW,MF",2023-2024,Crystal Palace,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,31,1991,35,"2,543",73,74.4,28.3,30,82,17,5,19,1,1.29,33,37,-4,-0.14,-0.45,31.8,35.2,-3.4,-0.12,-0.12,/en/players/da052c14/matchlogs/2023-2024/summary/Jordan-Ayew-Match-Logs,9,2023-2024,5aae50f1-bd01-414c-81cf-cf697fe426e5
/en/players/06df8256/Benoit-Badiashile,06df8256,Benoît Badiashile,frFRA,DF,2023-2024,Chelsea,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,22,2001,18,"1,338",74,39.1,14.9,15,88,13,3,7,7,1.67,31,31,0,0.00,-0.61,31.0,25.7,+5.3,+0.36,-0.13,/en/players/06df8256/matchlogs/2023-2024/summary/Benoit-Badiashile-Match-Logs,9,2023-2024,a0103843-789a-428d-98cd-de3db77c2227
/en/players/3a233281/Leon-Bailey,3a233281,Leon Bailey,jmJAM,"MF,FW",2023-2024,Aston Villa,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,25,1997,35,"2,068",59,60.5,23.0,22,76,3,13,31,1,1.77,53,32,+21,+0.91,+1.31,43.0,35.8,+7.2,+0.31,+0.56,/en/players/3a233281/matchlogs/2023-2024/summary/Leon-Bailey-Match-Logs,9,2023-2024,d7ea1e5a-a9ce-4798-b456-a47ec6b7e8df
/en/players/32e8417f/Stefan-Bajcetic,32e8417f,Stefan Bajcetic,esESP,MF,2023-2024,Liverpool,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,18,2004,1,26,26,0.8,0.3,0,,0,1,26,6,3.00,0,2,-2,-6.92,-8.17,0.8,0.9,-0.2,-0.58,-1.70,/en/players/32e8417f/matchlogs/2023-2024/summary/Stefan-Bajcetic-Match-Logs,9,2023-2024,3ea65786-bdf2-462c-898e-bd884ce2f191
/en/players/e827567f/Ellery-Balcombe,e827567f,Ellery Balcombe,engENG,GK,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,23,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,/en/players/e827567f/matchlogs/2023-2024/summary/Ellery-Balcombe-Match-Logs,9,2023-2024,e982df73-463e-4a68-9962-89b5e2155c00
/en/players/394854c4/George-Baldock,394854c4,George Baldock,grGRE,DF,2023-2024,Sheffield Utd,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,30,1993,13,969,75,28.3,10.8,11,82,9,2,33,1,0.54,11,21,-10,-0.93,+1.24,9.3,21.8,-12.5,-1.16,-0.21,/en/players/394854c4/matchlogs/2023-2024/summary/George-Baldock-Match-Logs,9,2023-2024,f50d586e-5f4a-4c20-a1f3-ed05cd1598dd
/en/players/a1390d2f/Carlos-Baleba,a1390d2f,Carlos Baleba,cmCMR,MF,2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,27,"1,325",49,38.7,14.7,15,78,7,12,13,7,1.07,14,28,-14,-0.95,-1.25,16.0,23.5,-7.5,-0.51,-0.89,/en/players/a1390d2f/matchlogs/2023-2024/summary/Carlos-Baleba-Match-Logs,9,2023-2024,6f623879-0660-4d5e-8b19-ac22900a7819
/en/players/f449640d/Fode-Ballo-Toure,f449640d,Fodé Ballo-Touré,snSEN,"DF,MF",2023-2024,Fulham,/en/squads/fd962109/2023-2024/Fulham-Stats,26,1997,6,71,12,2.1,0.8,0,,0,6,12,16,2.00,2,1,+1,+1.27,+1.46,1.9,1.1,+0.8,+0.98,+1.32,/en/players/f449640d/matchlogs/2023-2024/summary/Fode-Ballo-Toure-Match-Logs,9,2023-2024,6fa7e00c-6aa7-4eb7-80d9-c00c7b94ba6f
/en/players/9b67eca8/Mauro-Bandeira,9b67eca8,Mauro Bandeira,ptPOR,MF,2023-2024,Arsenal,/en/squads/18bb7c10/2023-2024/Arsenal-Stats,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,/en/players/9b67eca8/matchlogs/2023-2024/summary/Mauro-Bandeira-Match-Logs,9,2023-2024,cfcc2aec-81bb-46c5-8ae0-6f68f89a2031
/en/players/2886c9b5/Shandon-Baptiste,2886c9b5,Shandon Baptiste,gdGRN,MF,2023-2024,Brentford,/en/squads/cd051869/2023-2024/Brentford-Stats,25,1998,10,229,23,6.7,2.5,2,66,0,8,12,11,1.00,3,5,-2,-0.79,-0.59,4.8,3.0,+1.8,+0.69,+0.68,/en/players/2886c9b5/matchlogs/2023-2024/summary/Shandon-Baptiste-Match-Logs,9,2023-2024,ae6c6cb8-9998-4851-8df6-ca85759f1dd8
/en/players/b9f282ec/Valentin-Barco,b9f282ec,Valentín Barco,arARG,"DF,FW",2023-2024,Brighton,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,19,2004,6,307,51,9.0,3.4,3,87,2,3,16,4,0.50,1,9,-8,-2.35,-2.37,4.3,4.9,-0.7,-0.19,-0.25,/en/players/b9f282ec/matchlogs/2023-2024/summary/Valentin-Barco-Match-Logs,9,2023-2024,02be6190-ca5d-43f4-8b4d-87766017853e
